D,W,Time
2,2,0.0130442
2,5,0.0336119
2,8,0.0698298
2,11,0.120954
2,14,0.187219
2,17,0.261779
2,20,0.359803
2,23,0.460467
2,26,0.581485
2,29,0.722785
4,2,0.0632374
4,5,1.44343
4,8,3.62743
4,11,6.92629
4,14,12.0144
4,17,18.3096
4,20,26.4022
