D,W,Time
5,5,0.00543253
5,15,0.0145769
5,25,0.023754
5,35,0.0331375
5,45,0.0425101
5,55,0.0509231
5,65,0.0609929
5,75,0.0699675
5,85,0.0790926
5,95,0.0888092
10,5,0.0110879
10,15,0.0318815
10,25,0.0527554
10,35,0.0729872
10,45,0.0941673
10,55,0.113372
10,65,0.13463
10,75,0.154726
10,85,0.176755
10,95,0.195939
