EXTERNAL,INTERNAL,Time
1,1,0.555418
1,795501,1565.72
1,1591001,3128.25
795501,1,1376.41
795501,795501,2913.89
795501,1591001,4677.47
1591001,1,2697.53
1591001,795501,4230.7
1591001,1591001,5809.64
