EXTERNAL,INTERNAL,Time
1,1,0.0328774
1,795501,26.0958
1,1591001,51.2889
795501,1,18.0561
795501,795501,44.7445
795501,1591001,70.6521
1591001,1,35.5693
1591001,795501,60.8686
1591001,1591001,86.3941
