EXTERNAL,INTERNAL,Time
1,1,0.0123775
1,795501,41.5262
1,1591001,80.2722
795501,1,40.4113
795501,795501,80.2825
795501,1591001,120.915
1591001,1,81.6471
1591001,795501,124.133
1591001,1591001,164.181
