EXTERNAL,INTERNAL,Time
1,1,0.71555
1,795501,813.608
1,1591001,1618.28
795501,1,640.392
795501,795501,1441.65
795501,1591001,2232.43
1591001,1,1289.31
1591001,795501,2088.58
1591001,1591001,2930.78
