EXTERNAL,INTERNAL,Time
1,1,0.0426238
1,795501,25.7535
1,1591001,52.1588
795501,1,17.7044
795501,795501,44.14
795501,1591001,68.6024
1591001,1,36.503
1591001,795501,60.6006
1591001,1591001,87.8773
