EXTERNAL,INTERNAL,Time
1,1,0.0163735
1,795501,47.91
1,1591001,96.4026
795501,1,34.9805
795501,795501,83.6222
795501,1591001,132.774
1591001,1,73.5336
1591001,795501,115.839
1591001,1591001,165.669
